60.1	8
120.1	2
180.1	2
240.1	2
300.1	2
360.1	2
420.1	2
480.1	2
540.1	2
600.1	2
660.1	2
720.1	2
780.1	2
840.1	2
900.1	2
960.1	2
1020.1	2
1080.1	2
1140.1	2
1200.1	2
1260.1	2
1320.1	2
1380.1	2
1440.1	2
1500.1	2
1560.1	2
1620.1	2
1680.1	2
1740.1	2
1800.1	2
1860.1	2
1920.1	2
1980.1	2
2040.1	2
2100.1	2
2160.1	2
2220.1	2
2280.1	2
2340.1	2
2400.1	2
2460.1	2
2520.1	2
2580.1	2
2640.1	2
2700.1	2
2760.1	2
2820.1	2
2880.1	2
2940.1	2
3000.1	2
3060.1	2
3120.1	2
3180.1	2
3240.1	2
3300.1	2
3360.1	2
3420.1	2
3480.1	2
3540.1	2
