60.1	128
120.1	7
180.1	10
240.1	11
300.1	13
360.1	13
420.1	14
480.1	15
540.1	19
600.1	21
660.1	20
720.1	19
780.1	19
840.1	19
900.1	19
960.1	19
1020.1	19
1080.1	18
1140.1	18
1200.1	18
1260.1	18
1320.1	18
1380.1	18
1440.1	18
1500.1	18
1560.1	17
1620.1	17
1680.1	17
1740.1	16
1800.1	16
1860.1	16
1920.1	16
1980.1	16
2040.1	16
2100.1	16
2160.1	16
2220.1	16
2280.1	16
2340.1	15
2400.1	14
2460.1	14
2520.1	14
2580.1	14
2640.1	13
2700.1	13
2760.1	12
2820.1	12
2880.1	12
2940.1	12
3000.1	11
3060.1	11
3120.1	11
3180.1	11
3240.1	11
3300.1	11
3360.1	10
3420.1	10
3480.1	9
3540.1	9
3600.1	9
3660.1	9
3720.1	8
3780.1	8
3840.1	8
3900.1	7
3960.1	7
4020.1	7
4080.1	7
4140.1	7
4200.1	7
4260.1	7
4320.1	7
4380.1	7
4440.1	7
4500.1	7
4560.1	7
4620.1	7
4680.1	7
4740.1	7
4800.1	7
4860.1	7
4920.1	7
4980.1	7
5040.1	7
5100.1	7
5160.1	7
5220.1	7
5280.1	7
5340.1	7
5400.1	7
5460.1	7
5520.1	7
5580.1	7
5640.1	7
5700.1	7
5760.1	7
5820.1	7
5880.1	7
5940.1	7
6000.1	7
6060.1	7
6120.1	7
6180.1	7
6240.1	7
6300.1	7
6360.1	7
6420.1	7
6480.1	7
6540.1	7
6600.1	7
6660.1	7
6720.1	7
6780.1	7
6840.1	7
6900.1	7
6960.1	7
7020.1	7
7080.1	7
7140.1	7
7200.1	7
7260.1	7
7320.1	7
7380.1	7
7440.1	7
7500.1	7
7560.1	7
7620.1	7
7680.1	7
7740.1	7
7800.1	7
7860.1	7
7920.1	7
7980.1	7
8040.1	7
8100.1	7
8160.1	7
8220.1	7
8280.1	7
8340.1	7
8400.1	7
8460.1	7
8520.1	7
8580.1	7
8640.1	7
8700.1	7
8760.1	7
8820.1	7
8880.1	7
8940.1	7
9000.1	7
9060.1	7
9120.1	7
9180.1	7
9240.1	7
9300.1	7
9360.1	7
9420.1	7
9480.1	7
9540.1	7
9600.1	7
9660.1	7
9720.1	7
9780.1	7
9840.1	7
9900.1	7
9960.1	7
10020.1	7
10080.1	7
10140.1	7
10200.1	7
10260.1	7
10320.1	7
10380.1	7
10440.1	7
10500.1	7
10560.1	7
10620.1	7
10680.1	7
10740.1	7
10800.1	7
10860.1	7
10920.1	7
10980.1	7
11040.1	7
11100.1	7
11160.1	7
11220.1	7
11280.1	7
11340.1	7
11400.1	7
11460.1	7
11520.1	7
11580.1	7
11640.1	7
11700.1	7
11760.1	7
11820.1	7
11880.1	7
11940.1	7
12000.1	7
12060.1	7
12120.1	7
12180.1	7
12240.1	7
12300.1	7
12360.1	7
12420.1	7
12480.1	7
12540.1	7
12600.1	7
12660.1	7
12720.1	7
12780.1	7
12840.1	7
12900.1	7
12960.1	7
13020.1	7
13080.1	7
13140.1	7
13200.1	7
13260.1	7
13320.1	7
13380.1	7
13440.1	7
13500.1	7
13560.1	7
13620.1	7
13680.1	7
13740.1	7
13800.1	7
13860.1	7
13920.1	7
13980.1	7
14040.1	7
14100.1	7
14160.1	7
14220.1	7
14280.1	7
14340.1	7
14400.1	7
14460.1	7
14520.1	7
14580.1	7
14640.1	7
14700.1	7
14760.1	7
14820.1	7
14880.1	7
14940.1	7
15000.1	7
15060.1	7
15120.1	7
15180.1	7
15240.1	7
15300.1	7
15360.1	7
15420.1	7
15480.1	7
15540.1	7
15600.1	7
15660.1	7
15720.1	7
15780.1	7
15840.1	7
15900.1	7
15960.1	7
16020.1	7
16080.1	7
16140.1	7
16200.1	7
16260.1	7
16320.1	7
16380.1	7
16440.1	7
16500.1	7
16560.1	7
16620.1	7
16680.1	7
16740.1	7
16800.1	7
16860.1	7
16920.1	7
16980.1	7
17040.1	7
17100.1	7
17160.1	7
17220.1	7
17280.1	7
17340.1	7
17400.1	7
17460.1	7
17520.1	7
17580.1	7
17640.1	7
17700.1	7
17760.1	7
17820.1	7
17880.1	7
17940.1	7
18000.1	7
18060.1	7
18120.1	7
18180.1	7
18240.1	7
18300.1	7
18360.1	7
18420.1	7
18480.1	7
18540.1	7
18600.1	7
18660.1	7
18720.1	7
18780.1	7
18840.1	7
18900.1	7
18960.1	7
19020.1	7
19080.1	7
19140.1	7
19200.1	7
19260.1	7
19320.1	7
19380.1	7
19440.1	7
19500.1	7
19560.1	7
19620.1	7
19680.1	7
19740.1	7
19800.1	7
19860.1	7
19920.1	7
19980.1	7
20040.1	7
20100.1	7
20160.1	7
20220.1	7
20280.1	7
20340.1	7
20400.1	7
20460.1	7
20520.1	7
20580.1	7
20640.1	7
20700.1	7
20760.1	7
20820.1	7
20880.1	7
20940.1	7
21000.1	7
21060.1	7
21120.1	7
21180.1	7
21240.1	7
21300.1	7
21360.1	7
21420.1	7
21480.1	7
21540.1	7
21600.1	7
21660.1	7
21720.1	7
21780.1	7
21840.1	7
21900.1	7
21960.1	7
22020.1	7
22080.1	7
22140.1	7
22200.1	7
22260.1	7
22320.1	7
22380.1	7
22440.1	7
22500.1	7
22560.1	7
22620.1	7
22680.1	7
22740.1	7
22800.1	7
22860.1	7
22920.1	7
22980.1	7
23040.1	7
23100.1	7
23160.1	7
23220.1	7
23280.1	7
23340.1	7
23400.1	7
23460.1	7
23520.1	7
23580.1	7
23640.1	7
23700.1	7
23760.1	7
23820.1	7
23880.1	7
23940.1	7
24000.1	7
24060.1	7
24120.1	7
24180.1	7
24240.1	7
24300.1	7
24360.1	7
24420.1	7
24480.1	7
24540.1	7
24600.1	7
24660.1	7
24720.1	7
24780.1	7
24840.1	7
24900.1	7
24960.1	7
25020.1	7
25080.1	7
25140.1	7
25200.1	7
25260.1	7
25320.1	7
25380.1	7
25440.1	7
25500.1	7
25560.1	7
25620.1	7
25680.1	7
25740.1	7
25800.1	7
25860.1	7
25920.1	7
25980.1	7
26040.1	7
26100.1	7
26160.1	7
26220.1	7
26280.1	7
26340.1	7
26400.1	7
26460.1	7
26520.1	7
26580.1	7
26640.1	7
26700.1	7
26760.1	7
26820.1	7
26880.1	7
26940.1	7
27000.1	7
27060.1	7
27120.1	7
27180.1	7
27240.1	7
27300.1	7
27360.1	7
27420.1	7
27480.1	7
27540.1	7
27600.1	7
27660.1	7
27720.1	7
27780.1	7
27840.1	7
27900.1	7
27960.1	7
28020.1	7
28080.1	7
28140.1	7
28200.1	7
28260.1	7
28320.1	7
28380.1	7
28440.1	7
28500.1	7
